chrom,start,end,label
chr17,27367186,27368216,NO
chr17,84754063,84755094,NO
chr17,81034851,81035886,NO
chr17,48013535,48014571,NO
chr17,3505359,3506411,NO
chr17,31400783,31401841,NO
chr17,27377309,27378375,NO
chr17,15517235,15518303,NO
chr17,56972466,56973551,NO
chr17,84152265,84153370,NO
chr17,9772406,9773514,NO
chr17,46949017,46950128,NO
chr17,84750255,84751372,NO
chr17,79741702,79742865,NO
chr17,11706659,11707836,NO
chr17,48024260,48025444,NO
chr17,29144582,29145786,NO
chr17,14829950,14831243,NO
chr17,26732865,26734375,NO
chr17,85557429,85558983,NO
chr18,16196912,16197018,NO
chr18,81177861,81177975,NO
chr18,45215577,45215884,NO
chr18,12797614,12797946,NO
chr18,41202901,41203233,NO
chr18,81492595,81492928,NO
chr18,34714954,34715289,NO
chr18,79584447,79584806,NO
chr18,76006224,76006589,NO
chr18,5968799,5969169,NO
chr18,31751744,31752114,NO
chr18,35614653,35615027,NO
chr18,57627860,57628236,NO
chr18,12682461,12682839,NO
chr18,23671363,23671742,NO
chr18,34884236,34884615,NO
chr18,73376543,73376923,NO
chr18,81667133,81667536,NO
chr18,15425795,15426201,NO
chr18,49386721,49387128,NO
chr18,60982542,60982953,NO
chr18,58036521,58036936,NO
chr18,16823969,16824385,NO
chr18,5694241,5694658,NO
chr18,34701440,34701861,NO
chr18,69564074,69564497,NO
chr18,69722320,69722743,NO
chr18,26869594,26870021,NO
chr18,29563940,29564369,NO
chr18,7671949,7672381,NO
chr18,33621690,33622128,NO
chr18,72875142,72875582,NO
chr18,22104162,22104603,NO
chr18,13747569,13748016,NO
chr18,9533145,9533596,NO
chr18,25741496,25741947,NO
chr18,24326913,24327365,NO
chr18,71662816,71663269,NO
chr18,12476125,12476582,NO
chr18,65820902,65821362,NO
chr18,65092900,65093364,NO
chr18,39323107,39323572,NO
chr18,3385402,3385870,NO
chr18,30678979,30679447,NO
chr18,60912740,60913213,NO
chr18,24852810,24853284,NO
chr18,21243235,21243710,NO
chr18,11214736,11215212,NO
chr18,36332847,36333325,NO
chr18,4891729,4892210,NO
chr18,76834846,76835327,NO
chr18,33237995,33238478,NO
chr18,12397312,12397800,NO
chr18,31720538,31721027,NO
chr18,4405746,4406236,NO
chr18,57987336,57987826,NO
chr18,33913019,33913513,NO
chr18,49388664,49389158,NO
chr18,7906484,7906980,NO
chr18,37911821,37912317,NO
chr18,64258581,64259079,NO
chr18,37931149,37931649,NO
chr18,24485215,24485720,NO
chr18,55190426,55190931,NO
chr18,12002313,12002823,NO
chr18,20379421,20379933,NO
chr18,43304305,43304819,NO
chr18,64046736,64047254,NO
chr18,65775754,65776280,NO
chr18,36663897,36664424,NO
chr18,34252622,34253150,NO
chr18,82770056,82770584,NO
chr18,31132744,31133273,NO
chr18,51021191,51021722,NO
chr18,23700727,23701259,NO
chr18,28663136,28663668,NO
chr18,66655716,66656250,NO
chr18,44538369,44538904,NO
chr18,80345132,80345668,NO
chr18,16338355,16338892,NO
chr18,34974854,34975391,NO
chr18,24533821,24534359,NO
chr18,37892904,37893442,NO
chr18,32812292,32812831,NO
chr18,35915171,35915710,NO
chr18,76833924,76834464,NO
chr18,82946950,82947491,NO
chr18,24602700,24603242,NO
chr18,57545670,57546214,NO
chr18,65772093,65772637,NO
chr18,36924103,36924650,NO
chr18,15221925,15222475,NO
chr18,42523773,42524323,NO
chr18,5011502,5012053,NO
chr18,47807156,47807707,NO
chr18,23865614,23866168,NO
chr18,55582211,55582765,NO
chr18,78814479,78815035,NO
chr18,5163169,5163726,NO
chr18,12544109,12544667,NO
chr18,44724740,44725300,NO
chr18,61395668,61396228,NO
chr18,83639244,83639804,NO
chr18,17577354,17577915,NO
chr18,39284353,39284914,NO
chr18,81373293,81373854,NO
chr18,86657832,86658393,NO
chr18,25196358,25196921,NO
chr18,68791996,68792559,NO
chr18,66563195,66563759,NO
chr18,76832964,76833528,NO
chr18,12646127,12646692,NO
chr18,35572234,35572800,NO
chr18,38000290,38000857,NO
chr18,85101655,85102222,NO
chr18,72713666,72714237,NO
chr18,63286293,63286865,NO
chr18,69086995,69087570,NO
chr18,82948208,82948783,NO
chr18,55606292,55606869,NO
chr18,80634339,80634917,NO
chr18,43452194,43452774,NO
chr18,54736215,54736795,NO
chr18,66586827,66587408,NO
chr18,24560585,24561167,NO
chr18,63837128,63837711,NO
chr18,54286630,54287215,NO
chr18,85147044,85147631,NO
chr18,66995043,66995632,NO
chr18,82297768,82298357,NO
chr18,38902022,38902612,NO
chr18,60926553,60927144,NO
chr18,6302332,6302926,NO
chr18,16648969,16649565,NO
chr18,83085081,83085678,NO
chr18,67500309,67500907,NO
chr18,21931890,21932489,NO
chr18,12397982,12398585,NO
chr18,13770603,13771206,NO
chr18,47128849,47129454,NO
chr18,66182175,66182780,NO
chr18,54040568,54041174,NO
chr18,74397308,74397914,NO
chr18,78372351,78372957,NO
chr18,80303719,80304327,NO
chr18,56913263,56913873,NO
chr18,5014859,5015470,NO
chr18,82981187,82981801,NO
chr18,39828465,39829080,NO
chr18,42704732,42705347,NO
chr18,47518017,47518632,NO
chr18,52092207,52092822,NO
chr18,68300267,68300885,NO
chr18,16196089,16196708,NO
chr18,60136159,60136779,NO
chr18,14834955,14835577,NO
chr18,24788157,24788779,NO
chr18,64981116,64981739,NO
chr18,6516515,6517140,NO
chr18,12179060,12179685,NO
chr18,38569031,38569656,NO
chr18,24552560,24553186,NO
chr18,43884743,43885370,NO
chr18,80382489,80383119,NO
chr18,49992787,49993420,NO
chr18,8466512,8467146,NO
chr18,42432273,42432907,NO
chr18,83041605,83042240,NO
chr18,39120500,39121137,NO
chr18,10049320,10049958,NO
chr18,79302745,79303389,NO
chr18,5012057,5012702,NO
chr18,40388023,40388668,NO
chr18,75452928,75453575,NO
chr18,85672705,85673353,NO
chr18,29863186,29863838,NO
chr18,65757317,65757970,NO
chr18,10311009,10311663,NO
chr18,28680807,28681461,NO
chr18,9216318,9216976,NO
chr18,42096304,42096963,NO
chr18,82062289,82062948,NO
chr18,13192849,13193509,NO
chr18,13900598,13901258,NO
chr18,69298600,69299261,NO
chr18,41939239,41939903,NO
chr18,21592258,21592923,NO
chr18,77947287,77947954,NO
chr18,38733177,38733845,NO
chr18,62159758,62160427,NO
chr18,55349826,55350496,NO
chr18,70699649,70700319,NO
chr18,17770771,17771442,NO
chr18,53570940,53571612,NO
chr18,33571889,33572562,NO
chr18,4403862,4404537,NO
chr18,23673928,23674603,NO
chr18,64023664,64024339,NO
chr18,34711279,34711955,NO
chr18,31927201,31927880,NO
chr18,35230305,35230984,NO
chr18,16773026,16773710,NO
chr18,59125300,59125984,NO
chr18,11645272,11645958,NO
chr18,21186938,21187628,NO
chr18,68254826,68255517,NO
chr18,56825964,56826659,NO
chr18,44546566,44547262,NO
chr18,79180257,79180953,NO
chr18,84937984,84938681,NO
chr18,66574282,66574984,NO
chr18,23973775,23974478,NO
chr18,35835467,35836170,NO
chr18,47040728,47041432,NO
chr18,44301873,44302578,NO
chr18,39132300,39133007,NO
chr18,39065441,39066152,NO
chr18,46873044,46873755,NO
chr18,80381172,80381885,NO
chr18,75609066,75609780,NO
chr18,13555548,13556263,NO
chr18,17389892,17390607,NO
chr18,76002451,76003166,NO
chr18,78560070,78560785,NO
chr18,30411735,30412453,NO
chr18,90750071,90750795,NO
chr18,65586873,65587598,NO
chr18,66446527,66447254,NO
chr18,67720234,67720961,NO
chr18,34092107,34092836,NO
chr18,81247962,81248693,NO
chr18,8136623,8137355,NO
chr18,61195673,61196405,NO
chr18,69083695,69084428,NO
chr18,58037388,58038122,NO
chr18,80201735,80202469,NO
chr18,27884695,27885433,NO
chr18,38241293,38242034,NO
chr18,67666084,67666825,NO
chr18,12120087,12120830,NO
chr18,13003820,13004566,NO
chr18,47689964,47690713,NO
chr18,58041725,58042474,NO
chr18,46955025,46955776,NO
chr18,77649615,77650367,NO
chr18,34127870,34128623,NO
chr18,64173410,64174163,NO
chr18,35455769,35456523,NO
chr18,75367669,75368423,NO
chr18,67891863,67892618,NO
chr18,81816864,81817619,NO
chr18,42467480,42468237,NO
chr18,65992612,65993372,NO
chr18,24151920,24152681,NO
chr18,28628775,28629537,NO
chr18,45788314,45789076,NO
chr18,5422738,5423501,NO
chr18,9214813,9215576,NO
chr18,21081347,21082114,NO
chr18,47073936,47074706,NO
chr18,65282092,65282862,NO
chr18,21166528,21167302,NO
chr18,47634736,47635512,NO
chr18,66588605,66589384,NO
chr18,75369705,75370485,NO
chr18,4314678,4315459,NO
chr18,47652330,47653114,NO
chr18,38304304,38305091,NO
chr18,78301015,78301802,NO
chr18,55348101,55348889,NO
chr18,64544397,64545185,NO
chr18,81448392,81449180,NO
chr18,53424773,53425562,NO
chr18,84077988,84078777,NO
chr18,3821795,3822590,NO
chr18,84846135,84846930,NO
chr18,75624283,75625079,NO
chr18,76931680,76932478,NO
chr18,30857481,30858280,NO
chr18,34049974,34050773,NO
chr18,35838405,35839204,NO
chr18,66620651,66621456,NO
chr18,80463763,80464569,NO
chr18,74223279,74224086,NO
chr18,47863110,47863919,NO
chr18,34109932,34110743,NO
chr18,26157462,26158274,NO
chr18,68089930,68090742,NO
chr18,25026906,25027725,NO
chr18,13045338,13046163,NO
chr18,36580201,36581026,NO
chr18,75393244,75394069,NO
chr18,49906414,49907241,NO
chr18,10503371,10504201,NO
chr18,76061002,76061835,NO
chr18,35917041,35917877,NO
chr18,78964690,78965528,NO
chr18,10865886,10866730,NO
chr18,65575946,65576795,NO
chr18,67417969,67418818,NO
chr18,61194178,61195031,NO
chr18,65737262,65738119,NO
chr18,46372262,46373122,NO
chr18,50151225,50152092,NO
chr18,25547633,25548502,NO
chr18,34765471,34766340,NO
chr18,33995227,33996105,NO
chr18,64178676,64179554,NO
chr18,30849307,30850187,NO
chr18,35297498,35298380,NO
chr18,8523822,8524708,NO
chr18,38092039,38092926,NO
chr18,47655249,47656137,NO
chr18,76794733,76795623,NO
chr18,80650910,80651800,NO
chr18,77995875,77996771,NO
chr18,56625799,56626696,NO
chr18,34157592,34158493,NO
chr18,31380823,31381742,NO
chr18,31407429,31408350,NO
chr18,21376659,21377583,NO
chr18,64083971,64084899,NO
chr18,81393721,81394670,NO
chr18,69941506,69942458,NO
chr18,17440623,17441578,NO
chr18,36575051,36576011,NO
chr18,38308057,38309020,NO
chr18,13870746,13871715,NO
chr18,21101897,21102870,NO
chr18,39063292,39064285,NO
chr18,54878680,54879673,NO
chr18,14832586,14833585,NO
chr18,20899101,20900111,NO
chr18,47728855,47729870,NO
chr18,57830641,57831663,NO
chr18,29738523,29739583,NO
chr18,67501001,67502062,NO
chr18,56904076,56905152,NO
chr18,10460867,10461955,NO
chr18,38334016,38335113,NO
chr18,66100420,66101523,NO
chr18,30280875,30282018,NO
chr18,30668369,30669522,NO
chr18,34291622,34292790,NO
chr18,54987343,54988511,NO
chr18,81178751,81179925,NO
chr18,77276308,77277535,NO
chr18,35982138,35983371,NO
chr18,85102949,85104293,NO
chr18,67656826,67658259,NO
chr18,66083667,66085213,NO
chr18,77799062,77800652,NO
chr18,34937293,34938906,NO
chr19,58646657,58646707,NO
chr19,24299874,24299949,NO
chr19,57172997,57173114,NO
chr19,44354833,44355018,NO
chr19,29236218,29236531,NO
chr19,48200296,48200618,NO
chr19,28249814,28250152,NO
chr19,33032772,33033137,NO
chr19,27459916,27460286,NO
chr19,20928167,20928558,NO
chr19,6940441,6940837,NO
chr19,61029313,61029709,NO
chr19,48060088,48060487,NO
chr19,35254549,35254960,NO
chr19,31175194,31175616,NO
chr19,44756379,44756807,NO
chr19,35616357,35616788,NO
chr19,24626374,24626811,NO
chr19,21015748,21016189,NO
chr19,31178824,31179268,NO
chr19,34270171,34270617,NO
chr19,58268523,58268976,NO
chr19,38123970,38124425,NO
chr19,34174266,34174722,NO
chr19,23111152,23111609,NO
chr19,48705306,48705765,NO
chr19,44336251,44336719,NO
chr19,5530166,5530643,NO
chr19,17812712,17813195,NO
chr19,7479073,7479560,NO
chr19,11866225,11866713,NO
chr19,23554787,23555277,NO
chr19,58777291,58777783,NO
chr19,10447592,10448089,NO
chr19,10488213,10488712,NO
chr19,16237247,16237751,NO
chr19,39964488,39964992,NO
chr19,44913229,44913733,NO
chr19,49338240,49338748,NO
chr19,59073084,59073597,NO
chr19,11373424,11373943,NO
chr19,47392208,47392727,NO
chr19,41928017,41928541,NO
chr19,24147552,24148078,NO
chr19,11881576,11882106,NO
chr19,56418378,56418908,NO
chr19,32598357,32598892,NO
chr19,12805439,12805976,NO
chr19,22308642,22309179,NO
chr19,35141689,35142229,NO
chr19,42377420,42377962,NO
chr19,58517004,58517546,NO
chr19,42965938,42966483,NO
chr19,52719013,52719559,NO
chr19,44340372,44340919,NO
chr19,42483561,42484111,NO
chr19,45033967,45034518,NO
chr19,3840232,3840785,NO
chr19,44883187,44883743,NO
chr19,50514841,50515397,NO
chr19,24342817,24343374,NO
chr19,32315010,32315568,NO
chr19,14751351,14751910,NO
chr19,50718169,50718730,NO
chr19,56740496,56741059,NO
chr19,60241492,60242055,NO
chr19,11093724,11094289,NO
chr19,24138843,24139411,NO
chr19,25217814,25218386,NO
chr19,28725313,28725885,NO
chr19,45363149,45363721,NO
chr19,59487069,59487643,NO
chr19,40335693,40336268,NO
chr19,10895673,10896251,NO
chr19,42662511,42663089,NO
chr19,4849752,4850334,NO
chr19,28442664,28443247,NO
chr19,26215009,26215596,NO
chr19,45431191,45431778,NO
chr19,16828096,16828685,NO
chr19,5362176,5362769,NO
chr19,38119689,38120283,NO
chr19,25144857,25145454,NO
chr19,46910466,46911063,NO
chr19,30080740,30081339,NO
chr19,24022532,24023133,NO
chr19,47402330,47402933,NO
chr19,55345818,55346422,NO
chr19,56370707,56371311,NO
chr19,10618217,10618822,NO
chr19,31182585,31183190,NO
chr19,41531684,41532289,NO
chr19,38601257,38601863,NO
chr19,34934275,34934885,NO
chr19,53096597,53097208,NO
chr19,38110109,38110721,NO
chr19,57173154,57173766,NO
chr19,40508541,40509157,NO
chr19,45696544,45697162,NO
chr19,55301139,55301757,NO
chr19,14909912,14910532,NO
chr19,25591168,25591795,NO
chr19,21787186,21787814,NO
chr19,28709372,28710000,NO
chr19,32335516,32336149,NO
chr19,37543388,37544024,NO
chr19,29425260,29425902,NO
chr19,30019855,30020504,NO
chr19,49316990,49317639,NO
chr19,3578494,3579148,NO
chr19,53166607,53167261,NO
chr19,19321291,19321946,NO
chr19,43954632,43955290,NO
chr19,24976701,24977361,NO
chr19,7335781,7336442,NO
chr19,42401253,42401916,NO
chr19,17121384,17122048,NO
chr19,41087982,41088646,NO
chr19,30259723,30260391,NO
chr19,30628061,30628736,NO
chr19,29259571,29260248,NO
chr19,38382718,38383395,NO
chr19,60384272,60384949,NO
chr19,14740829,14741507,NO
chr19,16676451,16677129,NO
chr19,37995459,37996137,NO
chr19,20500784,20501464,NO
chr19,14861152,14861835,NO
chr19,41924877,41925561,NO
chr19,43878048,43878736,NO
chr19,54130160,54130849,NO
chr19,37032536,37033229,NO
chr19,42432842,42433535,NO
chr19,35175619,35176314,NO
chr19,23227931,23228627,NO
chr19,47567653,47568349,NO
chr19,24625504,24626204,NO
chr19,46147545,46148245,NO
chr19,21969098,21969800,NO
chr19,60264942,60265644,NO
chr19,42738610,42739325,NO
chr19,58645878,58646593,NO
chr19,15569730,15570446,NO
chr19,16017198,16017914,NO
chr19,36764311,36765030,NO
chr19,55810476,55811196,NO
chr19,47062698,47063420,NO
chr19,5224484,5225207,NO
chr19,44123589,44124313,NO
chr19,42459296,42460021,NO
chr19,31194252,31194981,NO
chr19,47864550,47865279,NO
chr19,28547857,28548590,NO
chr19,26682632,26683366,NO
chr19,14556006,14556741,NO
chr19,14838861,14839596,NO
chr19,49750167,49750905,NO
chr19,53138690,53139430,NO
chr19,30170524,30171265,NO
chr19,8766952,8767694,NO
chr19,32798134,32798877,NO
chr19,47405020,47405764,NO
chr19,6008924,6009669,NO
chr19,25804946,25805691,NO
chr19,41550971,41551718,NO
chr19,10306314,10307063,NO
chr19,32393091,32393841,NO
chr19,38594577,38595332,NO
chr19,32345471,32346228,NO
chr19,32801072,32801834,NO
chr19,58646746,58647509,NO
chr19,23294799,23295564,NO
chr19,32299120,32299886,NO
chr19,50514018,50514784,NO
chr19,29359851,29360619,NO
chr19,21675654,21676423,NO
chr19,31180342,31181112,NO
chr19,22775440,22776213,NO
chr19,12806214,12806988,NO
chr19,33030569,33031346,NO
chr19,42980622,42981399,NO
chr19,41515637,41516418,NO
chr19,55663314,55664098,NO
chr19,16493423,16494211,NO
chr19,38395035,38395823,NO
chr19,4896516,4897305,NO
chr19,57651130,57651921,NO
chr19,3842259,3843052,NO
chr19,57147389,57148185,NO
chr19,10422241,10423038,NO
chr19,5806301,5807102,NO
chr19,46571486,46572288,NO
chr19,53358855,53359659,NO
chr19,16692701,16693506,NO
chr19,60130802,60131609,NO
chr19,40346966,40347774,NO
chr19,41033371,41034181,NO
chr19,45369478,45370289,NO
chr19,18873889,18874701,NO
chr19,7556157,7556974,NO
chr19,21892273,21893090,NO
chr19,55787019,55787838,NO
chr19,30579618,30580442,NO
chr19,45956268,45957094,NO
chr19,60149072,60149900,NO
chr19,38138264,38139095,NO
chr19,28208984,28209818,NO
chr19,47699618,47700453,NO
chr19,16539017,16539853,NO
chr19,38422616,38423455,NO
chr19,37952020,37952861,NO
chr19,42484180,42485025,NO
chr19,41596556,41597402,NO
chr19,59782710,59783559,NO
chr19,18682299,18683150,NO
chr19,44355058,44355913,NO
chr19,44770529,44771384,NO
chr19,37955855,37956713,NO
chr19,53132737,53133599,NO
chr19,37688166,37689031,NO
chr19,9072532,9073405,NO
chr19,14754072,14754946,NO
chr19,60235650,60236526,NO
chr19,10858486,10859366,NO
chr19,42362323,42363208,NO
chr19,14859875,14860770,NO
chr19,44793545,44794441,NO
chr19,41340652,41341549,NO
chr19,22897835,22898733,NO
chr19,10909944,10910853,NO
chr19,53771977,53772886,NO
chr19,10750948,10751863,NO
chr19,41010251,41011170,NO
chr19,44588957,44589888,NO
chr19,11897650,11898585,NO
chr19,14948190,14949126,NO
chr19,47524932,47525874,NO
chr19,53126360,53127306,NO
chr19,30103198,30104145,NO
chr19,29140960,29141909,NO
chr19,46111427,46112378,NO
chr19,14617985,14618938,NO
chr19,6675319,6676278,NO
chr19,32329698,32330664,NO
chr19,4809961,4810938,NO
chr19,42210160,42211146,NO
chr19,32269029,32270038,NO
chr19,29082382,29083392,NO
chr19,28640762,28641778,NO
chr19,47092187,47093213,NO
chr19,55565850,55566887,NO
chr19,7657561,7658599,NO
chr19,3757364,3758411,NO
chr19,37474940,37476009,NO
chr19,24297724,24298798,NO
chr19,16565764,16566855,NO
chr19,28256922,28258016,NO
chr19,14744891,14745997,NO
chr19,37562491,37563603,NO
chr19,55617359,55618505,NO
chr19,11046748,11047917,NO
chr19,28634857,28636037,NO
chr19,26951192,26952380,NO
chr19,20998099,20999294,NO
chr19,23226190,23227391,NO
chr19,23541988,23543197,NO
chr19,17212146,17213357,NO
chr19,46577988,46579213,NO
chr19,42396316,42397566,NO
chr19,14729743,14731091,NO
chr19,27978522,27979887,NO
chr19,14737656,14739087,NO
chr19,57440147,57441699,NO
chr19,24566008,24567633,NO
chr19,55629948,55631605,NO
chr2,116775373,116775429,NO
chr2,15847466,15847537,NO
chr2,102243909,102243994,NO
chr2,58906336,58906428,NO
chr2,26050677,26050824,NO
chr2,118414009,118414171,NO
chr2,65686348,65686608,NO
chr2,162070438,162070745,NO
chr2,137381753,137382062,NO
chr2,16604576,16604894,NO
chr2,157312385,157312713,NO
chr2,125973476,125973812,NO
chr2,93003375,93003716,NO
chr2,146041974,146042316,NO
chr2,178826057,178826411,NO
chr2,171994125,171994488,NO
chr2,67428466,67428830,NO
chr2,75745418,75745784,NO
chr2,118171753,118172120,NO
chr2,5993102,5993471,NO
chr2,15078076,15078447,NO
chr2,13761771,13762147,NO
chr2,130784698,130785075,NO
chr2,61103319,61103698,NO
chr2,43952568,43952949,NO
chr2,11468526,11468911,NO
chr2,155563514,155563899,NO
chr2,5967910,5968298,NO
chr2,27647187,27647575,NO
chr2,171399866,171400255,NO
chr2,144152393,144152784,NO
chr2,46586067,46586462,NO
chr2,165719928,165720327,NO
chr2,85092414,85092814,NO
chr2,83737286,83737687,NO
chr2,112272395,112272796,NO
chr2,75570075,75570479,NO
chr2,137053184,137053591,NO
chr2,165453598,165454005,NO
chr2,49739538,49739947,NO
chr2,115504469,115504878,NO
chr2,174737637,174738047,NO
chr2,131507148,131507560,NO
chr2,14586925,14587338,NO
chr2,118992398,118992814,NO
chr2,44423516,44423934,NO
chr2,68072704,68073122,NO
chr2,128223475,128223894,NO
chr2,149029606,149030027,NO
chr2,169098065,169098486,NO
chr2,179303797,179304218,NO
chr2,102023859,102024282,NO
chr2,29917303,29917729,NO
chr2,171572627,171573055,NO
chr2,135370525,135370955,NO
chr2,172063771,172064202,NO
chr2,83579154,83579586,NO
chr2,171573141,171573575,NO
chr2,77592794,77593229,NO
chr2,94430696,94431131,NO
chr2,60213132,60213569,NO
chr2,33471880,33472320,NO
chr2,74048392,74048837,NO
chr2,176913936,176914383,NO
chr2,103108744,103109193,NO
chr2,80024283,80024736,NO
chr2,145691884,145692339,NO
chr2,37180498,37180954,NO
chr2,106560398,106560854,NO
chr2,169381793,169382249,NO
chr2,77070505,77070962,NO
chr2,141080218,141080675,NO
chr2,61313046,61313506,NO
chr2,158382551,158383011,NO
chr2,18467354,18467815,NO
chr2,26050172,26050633,NO
chr2,106696754,106697215,NO
chr2,33521881,33522343,NO
chr2,38279861,38280323,NO
chr2,75964756,75965218,NO
chr2,47017193,47017656,NO
chr2,181056733,181057196,NO
chr2,57439255,57439720,NO
chr2,28391046,28391512,NO
chr2,10523849,10524316,NO
chr2,26357832,26358299,NO
chr2,59859186,59859653,NO
chr2,52763527,52763995,NO
chr2,101888658,101889126,NO
chr2,55064733,55065205,NO
chr2,50928389,50928864,NO
chr2,26303714,26304190,NO
chr2,6985529,6986006,NO
chr2,35105621,35106099,NO
chr2,118445831,118446309,NO
chr2,123971284,123971763,NO
chr2,5984395,5984875,NO
chr2,15847611,15848091,NO
chr2,75844012,75844495,NO
chr2,104821660,104822143,NO
chr2,109214985,109215468,NO
chr2,77590519,77591003,NO
chr2,147794342,147794828,NO
chr2,14991113,14991600,NO
chr2,146741754,146742241,NO
chr2,6796237,6796725,NO
chr2,28310789,28311277,NO
chr2,178565883,178566373,NO
chr2,106295304,106295795,NO
chr2,13915763,13916255,NO
chr2,164243831,164244323,NO
chr2,74886182,74886676,NO
chr2,172536047,172536541,NO
chr2,65989414,65989913,NO
chr2,129094878,129095378,NO
chr2,51587063,51587564,NO
chr2,58905783,58906285,NO
chr2,173072696,173073199,NO
chr2,129527923,129528427,NO
chr2,10959960,10960465,NO
chr2,180222840,180223345,NO
chr2,139537376,139537882,NO
chr2,170601124,170601630,NO
chr2,173416257,173416763,NO
chr2,103026982,103027489,NO
chr2,15066378,15066886,NO
chr2,178698204,178698712,NO
chr2,135614639,135615148,NO
chr2,74510422,74510932,NO
chr2,38440195,38440706,NO
chr2,74516830,74517341,NO
chr2,5731135,5731647,NO
chr2,70789832,70790345,NO
chr2,167355489,167356002,NO
chr2,67284562,67285076,NO
chr2,124462771,124463287,NO
chr2,166704984,166705501,NO
chr2,173876620,173877137,NO
chr2,127121834,127122353,NO
chr2,125313662,125314182,NO
chr2,164680558,164681078,NO
chr2,6466484,6467005,NO
chr2,50835764,50836285,NO
chr2,93703387,93703908,NO
chr2,138152159,138152682,NO
chr2,180265120,180265643,NO
chr2,159060601,159061125,NO
chr2,180192386,180192912,NO
chr2,122159866,122160393,NO
chr2,17663753,17664283,NO
chr2,32980581,32981111,NO
chr2,5092332,5092863,NO
chr2,35701168,35701699,NO
chr2,3421620,3422153,NO
chr2,91548064,91548597,NO
chr2,96155128,96155662,NO
chr2,76827205,76827740,NO
chr2,128668516,128669051,NO
chr2,101989151,101989688,NO
chr2,96615547,96616086,NO
chr2,9844701,9845241,NO
chr2,20245945,20246486,NO
chr2,165047398,165047940,NO
chr2,178378455,178378997,NO
chr2,69060041,69060585,NO
chr2,76857188,76857732,NO
chr2,131058146,131058690,NO
chr2,164891498,164892042,NO
chr2,180947699,180948243,NO
chr2,68726730,68727275,NO
chr2,79966659,79967205,NO
chr2,101562909,101563456,NO
chr2,170376328,170376875,NO
chr2,158003231,158003779,NO
chr2,60222558,60223107,NO
chr2,103150708,103151257,NO
chr2,130921630,130922180,NO
chr2,136616188,136616738,NO
chr2,3017310,3017861,NO
chr2,17909788,17910339,NO
chr2,156275054,156275605,NO
chr2,5398371,5398923,NO
chr2,144015523,144016075,NO
chr2,21966544,21967097,NO
chr2,28976424,28976978,NO
chr2,121303040,121303595,NO
chr2,12479281,12479837,NO
chr2,61856101,61856658,NO
chr2,113647279,113647837,NO
chr2,61084676,61085236,NO
chr2,65879274,65879836,NO
chr2,156316137,156316699,NO
chr2,160185865,160186427,NO
chr2,169713499,169714061,NO
chr2,94103254,94103817,NO
chr2,154291587,154292150,NO
chr2,124331658,124332222,NO
chr2,20515731,20516296,NO
chr2,65930539,65931104,NO
chr2,173110148,173110714,NO
chr2,128638582,128639150,NO
chr2,60510849,60511418,NO
chr2,141377239,141377808,NO
chr2,170483037,170483606,NO
chr2,72353674,72354244,NO
chr2,90399794,90400364,NO
chr2,103707863,103708434,NO
chr2,141820800,141821371,NO
chr2,13619056,13619630,NO
chr2,21885493,21886068,NO
chr2,164277250,164277825,NO
chr2,26140772,26141348,NO
chr2,73086625,73087201,NO
chr2,73947965,73948541,NO
chr2,140015331,140015907,NO
chr2,145614651,145615227,NO
chr2,169114318,169114894,NO
chr2,106463732,106464309,NO
chr2,167151911,167152489,NO
chr2,24843217,24843799,NO
chr2,118005200,118005782,NO
chr2,77591263,77591846,NO
chr2,157978463,157979048,NO
chr2,20554143,20554729,NO
chr2,73521725,73522311,NO
chr2,116844548,116845134,NO
chr2,140502439,140503025,NO
chr2,105248420,105249007,NO
chr2,172558933,172559520,NO
chr2,44685156,44685744,NO
chr2,119556440,119557028,NO
chr2,143446507,143447095,NO
chr2,6515678,6516267,NO
chr2,58732133,58732722,NO
chr2,133104296,133104885,NO
chr2,13689489,13690079,NO
chr2,149765284,149765874,NO
chr2,59918907,59919498,NO
chr2,167950532,167951123,NO
chr2,128098313,128098905,NO
chr2,69382012,69382605,NO
chr2,117020012,117020605,NO
chr2,147854853,147855446,NO
chr2,72782516,72783110,NO
chr2,106637827,106638421,NO
chr2,54789624,54790219,NO
chr2,171067820,171068415,NO
chr2,84425792,84426389,NO
chr2,180687447,180688045,NO
chr2,43587805,43588404,NO
chr2,6668573,6669173,NO
chr2,28814592,28815192,NO
chr2,92645842,92646442,NO
chr2,119147989,119148589,NO
chr2,131069463,131070063,NO
chr2,31736153,31736754,NO
chr2,79298028,79298629,NO
chr2,105240668,105241270,NO
chr2,115532152,115532754,NO
chr2,165700123,165700725,NO
chr2,29828936,29829539,NO
chr2,70643920,70644523,NO
chr2,101801371,101801975,NO
chr2,17525104,17525709,NO
chr2,17663124,17663729,NO
chr2,166180836,166181441,NO
chr2,21898274,21898880,NO
chr2,61512631,61513238,NO
chr2,152597790,152598397,NO
chr2,174392139,174392747,NO
chr2,71463128,71463738,NO
chr2,153420576,153421186,NO
chr2,104572890,104573501,NO
chr2,103200860,103201473,NO
chr2,160850258,160850871,NO
chr2,38196114,38196728,NO
chr2,50894125,50894739,NO
chr2,87355716,87356330,NO
chr2,126934549,126935163,NO
chr2,153196477,153197091,NO
chr2,25934772,25935387,NO
chr2,157073707,157074322,NO
chr2,165837481,165838096,NO
chr2,166084225,166084840,NO
